customer_id,recency,frequency,monetary,R_score,F_score,M_score,segment
15387,491,1,468.65,1,1,2,Lost
15388,269,1,140.54,2,1,1,Lost
15389,171,5,2733.8,3,4,4,Big Spenders
15390,395,2,1216.66,2,2,4,At Risk
15391,583,1,289.87,1,1,2,Lost
15392,4,7,2911.62,5,4,5,Champions
15393,15,5,891.34,5,4,3,Champions
15394,9,11,5286.8,5,5,5,Champions
15395,325,1,107.45,2,1,1,Lost
15396,112,2,796.38,3,2,3,Potential Loyalists
15397,289,1,94.0,2,1,1,Lost
15398,15,2,1345.53,5,2,4,Big Spenders
15399,0,3,815.77,5,3,3,Loyal Customers
15400,91,8,1302.3,3,4,4,Big Spenders
15401,451,2,216.95,1,2,1,At Risk
15402,148,6,1830.12,3,4,4,Big Spenders
15403,491,2,170.88,1,2,1,At Risk
15404,375,1,257.06,2,1,1,Lost
15405,188,2,659.84,2,2,3,At Risk
15406,30,4,975.87,4,3,3,Loyal Customers
15407,33,4,1046.74,4,3,3,Loyal Customers
15408,263,1,267.18,2,1,1,Lost
15409,720,1,131.25,1,1,1,Lost
15410,83,10,4685.72,3,5,5,Big Spenders
15411,25,4,1348.93,4,3,4,Big Spenders
15412,170,1,190.53,3,1,1,Potential Loyalists
15413,691,5,6798.72,1,4,5,At Risk
15414,9,3,774.9,5,3,3,Loyal Customers
15415,312,1,559.61,2,1,2,Lost
15416,64,7,4572.82,3,4,5,Big Spenders
15417,84,1,508.8,3,1,2,Potential Loyalists
15418,424,2,449.42,1,2,2,At Risk
15419,24,1,135.86,4,1,1,Potential Loyalists
15420,433,6,743.0,1,4,3,At Risk
15421,58,10,3805.34,4,5,5,Champions
15422,322,7,1619.97,2,4,4,At Risk
15423,37,3,266.89,4,3,1,Loyal Customers
15424,253,3,597.78,2,3,2,At Risk
15425,399,4,1941.12,2,3,4,At Risk
15426,18,9,2156.35,5,5,4,Champions
15427,32,3,1430.54,4,3,4,Big Spenders
15428,14,4,762.75,5,3,3,Loyal Customers
15429,26,2,397.35,4,2,2,Potential Loyalists
15430,467,2,954.75,1,2,3,At Risk
15431,502,1,153.24,1,1,1,Lost
15432,22,2,320.76,4,2,2,Potential Loyalists
15433,213,2,533.3,2,2,2,At Risk
15434,7,11,2567.06,5,5,4,Champions
15435,21,1,149.29,4,1,1,Potential Loyalists
15436,11,3,1067.75,5,3,3,Loyal Customers
15437,261,2,393.45,2,2,2,At Risk
15438,130,1,156.58,3,1,1,Potential Loyalists
15439,404,4,1269.05,2,3,4,At Risk
15440,54,3,383.68,4,3,2,Loyal Customers
15441,395,3,1254.21,2,3,4,At Risk
15442,248,1,594.0,2,1,2,Lost
15443,1,14,5114.23,5,5,5,Champions
15444,8,2,1411.21,5,2,4,Big Spenders
15445,263,2,284.5,2,2,2,At Risk
15446,376,3,396.75,2,3,2,At Risk
15447,330,5,492.88,2,4,2,At Risk
15448,312,2,788.81,2,2,3,At Risk
15449,25,3,974.52,4,3,3,Loyal Customers
15450,29,1,429.84,4,1,2,Potential Loyalists
15451,433,2,226.86,1,2,1,At Risk
15452,29,6,1785.11,4,4,4,Champions
15453,1,7,1371.77,5,4,4,Champions
15454,361,2,303.89,2,2,2,At Risk
15455,597,1,38.25,1,1,1,Lost
15456,282,10,2091.52,2,5,4,At Risk
15457,261,1,237.07,2,1,1,Lost
15458,24,2,370.44,4,2,2,Potential Loyalists
15459,416,2,202.83,1,2,1,At Risk
15460,353,1,214.26,2,1,1,Lost
15461,460,2,429.7,1,2,2,At Risk
15462,93,4,737.05,3,3,3,Loyal Customers
15463,28,1,126.14,4,1,1,Potential Loyalists
15464,337,1,1044.65,2,1,3,Lost
15465,19,32,12100.4,4,5,5,Champions
15466,84,4,1560.46,3,3,4,Big Spenders
15467,8,3,524.88,5,3,2,Loyal Customers
15468,50,3,1430.48,4,3,4,Big Spenders
15469,49,3,874.25,4,3,3,Loyal Customers
15470,575,1,63.42,1,1,1,Lost
15471,1,3,1292.01,5,3,4,Big Spenders
15472,112,1,371.56,3,1,2,Potential Loyalists
15473,13,8,2046.0,5,4,4,Champions
15474,595,1,150.35,1,1,1,Lost
15475,76,1,454.11,3,1,2,Potential Loyalists
15476,379,4,2209.98,2,3,4,At Risk
15477,649,1,368.4,1,1,2,Lost
15478,39,3,1940.98,4,3,4,Big Spenders
15479,732,1,147.4,1,1,1,Lost
15480,115,3,3592.25,3,3,5,Big Spenders
15481,400,1,1993.34,2,1,4,Big Spenders
15482,15,18,14377.36,5,5,5,Champions
15483,160,10,810.68,3,5,3,Loyal Customers
15484,0,6,4652.1,5,4,5,Champions
15485,29,7,4810.92,4,4,5,Champions
15486,526,1,102.0,1,1,1,Lost
15487,679,1,231.32,1,1,1,Lost
15488,92,5,431.92,3,4,2,Loyal Customers
15489,22,8,2419.61,4,4,4,Champions
15490,429,1,210.85,1,1,1,Lost
15491,94,6,3100.09,3,4,5,Big Spenders
15492,27,2,659.46,4,2,3,Potential Loyalists
15493,32,9,4113.19,4,5,5,Champions
15494,20,5,3702.6,4,4,5,Champions
15495,378,1,246.5,2,1,1,Lost
15496,630,1,146.14,1,1,1,Lost
15497,17,9,8657.39,5,5,5,Champions
15498,2,44,24972.86,5,5,5,Champions
15499,723,1,158.65,1,1,1,Lost
15500,7,4,1131.56,5,3,3,Loyal Customers
15501,404,2,399.95,2,2,2,At Risk
15502,15,12,9542.92,5,5,5,Champions
15503,362,2,257.3,2,2,1,At Risk
15504,80,4,391.45,3,3,2,Loyal Customers
15505,52,5,3610.96,4,4,5,Champions
15506,22,6,2030.33,4,4,4,Champions
15507,171,1,475.86,3,1,2,Potential Loyalists
15508,188,6,1000.27,2,4,3,At Risk
15509,379,1,152.41,2,1,1,Lost
15510,330,1,250.0,2,1,1,Lost
15511,11,5,900.53,5,4,3,Champions
15512,155,4,331.58,3,3,2,Loyal Customers
15513,32,35,26437.05,4,5,5,Champions
15514,11,18,6388.28,5,5,5,Champions
15515,386,1,171.81,2,1,1,Lost
15516,44,3,62.43,4,3,1,Loyal Customers
15517,232,1,267.03,2,1,1,Lost
15518,63,15,4189.99,3,5,5,Big Spenders
15519,382,2,344.61,2,2,2,At Risk
15520,1,1,343.5,5,1,2,Potential Loyalists
15521,39,16,7087.64,4,5,5,Champions
15522,32,2,397.99,4,2,2,Potential Loyalists
15523,83,16,17259.19,3,5,5,Big Spenders
15524,24,2,591.4,4,2,2,Potential Loyalists
15525,1,4,887.72,5,3,3,Loyal Customers
15526,32,2,148.44,4,2,1,Potential Loyalists
15527,18,23,5554.04,5,5,5,Champions
15528,253,1,229.33,2,1,1,Lost
15529,22,12,4781.11,4,5,5,Champions
15530,21,5,1808.68,4,4,4,Champions
15531,7,2,1972.39,5,2,4,Big Spenders
15532,24,10,3717.2,4,5,5,Champions
15533,18,3,807.57,5,3,3,Loyal Customers
15534,725,1,162.25,1,1,1,Lost
15535,172,6,1044.37,3,4,3,Loyal Customers
15536,408,1,259.09,2,1,1,Lost
15537,162,1,110.92,3,1,1,Potential Loyalists
15538,537,6,3358.4,1,4,5,At Risk
15539,6,1,538.46,5,1,2,Potential Loyalists
15540,10,2,460.68,5,2,2,Potential Loyalists
15541,113,1,85.13,3,1,1,Potential Loyalists
15542,511,3,855.71,1,3,3,At Risk
15543,287,2,242.26,2,2,1,At Risk
15544,8,20,7807.89,5,5,5,Champions
15545,53,2,288.97,4,2,2,Potential Loyalists
15546,606,2,1079.1,1,2,3,At Risk
15547,6,26,10002.65,5,5,5,Champions
15548,595,1,158.09,1,1,1,Lost
15549,76,8,2330.41,3,4,4,Big Spenders
15550,3,12,2211.05,5,5,4,Champions
15551,36,7,1679.81,4,4,4,Champions
15552,216,2,252.52,2,2,1,At Risk
15553,59,1,428.93,3,1,2,Potential Loyalists
15554,277,1,217.2,2,1,1,Lost
15555,11,36,11233.78,5,5,5,Champions
15556,23,1,279.77,4,1,1,Potential Loyalists
15557,28,1,468.91,4,1,2,Potential Loyalists
15558,638,1,202.68,1,1,1,Lost
15559,567,1,1109.4,1,1,3,Lost
15560,397,2,153.52,2,2,1,At Risk
15561,11,8,1934.39,5,4,4,Champions
15562,351,3,671.43,2,3,3,At Risk
15563,21,6,2820.46,4,4,4,Champions
15564,462,2,70.74,1,2,1,At Risk
15565,49,2,173.16,4,2,1,Potential Loyalists
15566,392,2,227.87,2,2,1,At Risk
15567,18,1,186.01,5,1,1,Potential Loyalists
15568,2,3,758.29,5,3,3,Loyal Customers
15569,103,10,3583.45,3,5,5,Big Spenders
15570,6,25,8736.49,5,5,5,Champions
15571,11,14,3892.35,5,5,5,Champions
15572,4,10,3965.2,5,5,5,Champions
15573,31,5,1180.47,4,4,3,Champions
15574,177,6,1101.44,3,4,3,Loyal Customers
15575,619,1,30.1,1,1,1,Lost
15576,37,1,921.37,4,1,3,Potential Loyalists
15577,150,5,396.03,3,4,2,Loyal Customers
15578,161,1,127.1,3,1,1,Potential Loyalists
15579,68,5,1250.63,3,4,4,Big Spenders
15580,376,8,1375.39,2,4,4,At Risk
15581,155,34,4505.16,3,5,5,Big Spenders
15582,24,3,682.91,4,3,3,Loyal Customers
15583,375,1,95.96,2,1,1,Lost
15584,23,6,1268.2,4,4,4,Champions
15585,176,1,455.3,3,1,2,Potential Loyalists
15586,592,3,1139.1,1,3,3,At Risk
15587,49,7,1522.08,4,4,4,Champions
15588,677,1,579.6,1,1,2,Lost
15589,255,3,478.53,2,3,2,At Risk
15590,381,5,1496.6,2,4,4,At Risk
15591,582,3,217.9,1,3,1,At Risk
15592,46,1,388.58,4,1,2,Potential Loyalists
15593,70,1,199.8,3,1,1,Potential Loyalists
15594,15,5,1771.78,5,4,4,Champions
15595,487,1,357.6,1,1,2,Lost
15596,100,9,2727.72,3,5,4,Big Spenders
15597,34,2,563.37,4,2,2,Potential Loyalists
15598,52,2,548.02,4,2,2,Potential Loyalists
15599,26,3,1250.06,4,3,4,Big Spenders
15600,427,4,1199.31,1,3,3,At Risk
15601,10,30,14191.74,5,5,5,Champions
15602,7,16,3137.96,5,5,5,Champions
15603,78,2,88.48,3,2,1,Potential Loyalists
15604,51,1,216.39,4,1,1,Potential Loyalists
15605,35,9,1741.95,4,5,4,Champions
15606,60,17,5230.99,3,5,5,Big Spenders
15607,336,9,1708.97,2,5,4,At Risk
15608,27,5,1785.98,4,4,4,Champions
15609,183,1,298.48,3,1,2,Potential Loyalists
15610,51,1,112.46,4,1,1,Potential Loyalists
15611,9,24,2976.28,5,5,5,Champions
15612,35,2,195.15,4,2,1,Potential Loyalists
15613,609,1,433.72,1,1,2,Lost
15614,437,4,3147.36,1,3,5,At Risk
15615,9,47,21373.97,5,5,5,Champions
15616,437,1,317.11,1,1,2,Lost
15617,395,3,828.55,2,3,3,At Risk
15618,32,4,776.85,4,3,3,Loyal Customers
15619,10,1,336.4,5,1,2,Potential Loyalists
15620,56,4,1942.36,4,3,4,Big Spenders
15621,3,4,1293.03,5,3,4,Big Spenders
15622,42,17,7852.61,4,5,5,Champions
15623,140,8,2437.05,3,4,4,Big Spenders
15624,116,4,588.13,3,3,2,Loyal Customers
15625,103,9,3236.4,3,5,5,Big Spenders
15626,74,3,1067.52,3,3,3,Loyal Customers
15627,456,2,566.9,1,2,2,At Risk
15628,4,17,5333.08,5,5,5,Champions
15629,449,4,2240.9,1,3,4,At Risk
15630,44,3,1481.4,4,3,4,Big Spenders
15631,641,1,596.67,1,1,2,Lost
15632,15,8,3285.31,5,4,5,Champions
15633,508,13,4335.96,1,5,5,At Risk
15634,16,2,554.65,5,2,2,Potential Loyalists
15635,395,1,100.35,2,1,1,Lost
15636,89,4,1444.58,3,3,4,Big Spenders
15637,52,5,797.59,4,4,3,Champions
15638,378,6,2265.2,2,4,4,At Risk
15639,133,3,1065.08,3,3,3,Loyal Customers
15640,3,29,23459.51,5,5,5,Champions
15641,104,12,5345.55,3,5,5,Big Spenders
15642,729,1,105.78,1,1,1,Lost
15643,191,3,664.0,2,3,3,At Risk
15644,165,4,803.54,3,3,3,Loyal Customers
15645,18,3,1054.75,5,3,3,Loyal Customers
15646,157,5,784.81,3,4,3,Loyal Customers
15647,414,1,169.0,1,1,1,Lost
15648,203,2,639.5,2,2,3,At Risk
15649,335,4,1660.35,2,3,4,At Risk
15650,521,2,553.88,1,2,2,At Risk
15651,36,5,1259.06,4,4,4,Champions
15652,90,5,1405.94,3,4,4,Big Spenders
15653,92,2,877.44,3,2,3,Potential Loyalists
15654,8,2,922.53,5,2,3,Potential Loyalists
15655,242,1,560.67,2,1,2,Lost
15656,44,4,748.5,4,3,3,Loyal Customers
15657,22,1,30.0,4,1,1,Potential Loyalists
15658,189,8,2117.27,2,4,4,At Risk
15659,43,3,532.49,4,3,2,Loyal Customers
15660,24,15,2603.69,4,5,4,Champions
15661,316,8,1215.95,2,4,4,At Risk
15662,660,2,283.73,1,2,2,At Risk
15663,105,1,138.14,3,1,1,Potential Loyalists
15664,50,4,1231.53,4,3,4,Big Spenders
15665,167,5,3987.07,3,4,5,Big Spenders
15666,471,2,632.94,1,2,3,At Risk
15667,39,1,301.32,4,1,2,Potential Loyalists
15668,217,1,76.32,2,1,1,Lost
15669,39,4,684.34,4,3,3,Loyal Customers
15670,296,2,325.2,2,2,2,At Risk
15671,18,7,2657.13,5,4,4,Champions
15672,724,1,45.3,1,1,1,Lost
15673,87,9,6204.32,3,5,5,Big Spenders
15674,72,12,6613.52,3,5,5,Big Spenders
15675,80,4,542.04,3,3,2,Loyal Customers
15676,18,3,3435.76,5,3,5,Big Spenders
15677,48,3,1305.63,4,3,4,Big Spenders
15678,52,3,1825.94,4,3,4,Big Spenders
15679,23,4,781.28,4,3,3,Loyal Customers
15680,8,10,4028.69,5,5,5,Champions
15681,24,14,2989.7,4,5,5,Champions
15682,598,2,318.24,1,2,2,At Risk
15683,116,2,524.54,3,2,2,Potential Loyalists
15684,546,3,173.95,1,3,1,At Risk
15685,449,1,55.98,1,1,1,Lost
15686,419,1,90.0,1,1,1,Lost
15687,8,9,2993.1,5,5,5,Champions
15688,418,1,190.57,1,1,1,Lost
15689,119,3,521.03,3,3,2,Loyal Customers
15690,3,2,239.76,5,2,1,Potential Loyalists
15691,251,4,571.3,2,3,2,At Risk
15692,27,1,191.04,4,1,1,Potential Loyalists
15693,658,1,37.5,1,1,1,Lost
15694,0,23,9963.48,5,5,5,Champions
15695,266,4,1131.04,2,3,3,At Risk
15696,32,13,3881.22,4,5,5,Champions
15697,689,1,246.75,1,1,1,Lost
15698,623,1,46.2,1,1,1,Lost
15699,17,1,309.65,5,1,2,Potential Loyalists
15700,171,2,696.68,3,2,3,Potential Loyalists
15701,1,4,1529.0,5,3,4,Big Spenders
15702,475,2,140.39,1,2,1,At Risk
15703,264,1,211.5,2,1,1,Lost
15704,139,6,3734.66,3,4,5,Big Spenders
15705,200,1,143.1,2,1,1,Lost
15706,63,4,1060.56,3,3,3,Loyal Customers
15707,34,4,916.98,4,3,3,Loyal Customers
15708,40,9,3887.15,4,5,5,Champions
15709,283,2,327.85,2,2,2,At Risk
15710,416,1,898.87,1,1,3,Lost
15711,556,2,420.25,1,2,2,At Risk
15712,8,12,3472.41,5,5,5,Champions
15713,142,4,839.64,3,3,3,Loyal Customers
15714,11,5,783.96,5,4,3,Champions
15715,555,5,658.02,1,4,3,At Risk
15716,145,11,2482.74,3,5,4,Big Spenders
15717,233,5,607.0,2,4,3,At Risk
15718,539,1,293.79,1,1,2,Lost
15719,32,31,10194.32,4,5,5,Champions
15720,23,2,739.22,4,2,3,Potential Loyalists
15721,11,1,471.4,5,1,2,Potential Loyalists
15722,35,11,5234.0,4,5,5,Champions
15723,364,4,930.7,2,3,3,At Risk
15724,200,3,310.85,2,3,2,At Risk
15725,14,1,415.25,5,1,2,Potential Loyalists
15726,389,1,321.91,2,1,2,Lost
15727,16,15,9371.71,5,5,5,Champions
15728,379,2,544.6,2,2,2,At Risk
15729,212,3,192.55,2,3,1,At Risk
15730,65,5,1726.58,3,4,4,Big Spenders
15731,553,1,125.3,1,1,1,Lost
15732,211,10,1543.97,2,5,4,At Risk
15733,282,1,162.3,2,1,1,Lost
15734,114,4,2263.3,3,3,4,Big Spenders
15735,420,1,327.68,1,1,2,Lost
15736,434,2,1767.12,1,2,4,At Risk
15737,14,8,1188.12,5,4,3,Champions
15738,18,41,13043.32,5,5,5,Champions
15739,65,1,449.12,3,1,2,Potential Loyalists
15740,48,1,154.88,4,1,1,Potential Loyalists
15741,457,2,208.62,1,2,1,At Risk
15742,618,1,156.87,1,1,1,Lost
15743,15,4,775.96,5,3,3,Loyal Customers
15744,77,1,34.8,3,1,1,Potential Loyalists
15745,18,4,1094.59,5,3,3,Loyal Customers
15746,133,1,196.88,3,1,1,Potential Loyalists
15747,12,9,2499.81,5,5,4,Champions
15748,39,3,609.81,4,3,3,Loyal Customers
15749,234,3,44534.3,2,3,5,At Risk
15750,2,18,6452.99,5,5,5,Champions
15751,460,11,1380.44,1,5,4,At Risk
15752,39,9,3924.91,4,5,5,Champions
15753,304,1,79.2,2,1,1,Lost
15754,50,9,3037.61,4,5,5,Champions
15755,9,17,5993.12,5,5,5,Champions
15756,60,4,528.01,3,3,2,Loyal Customers
15757,65,6,2940.36,3,4,5,Big Spenders
15758,24,1,205.25,4,1,1,Potential Loyalists
15759,217,7,830.93,2,4,3,At Risk
15761,442,1,143.05,1,1,1,Lost
15762,64,2,583.75,3,2,2,Potential Loyalists
15763,31,2,1086.92,4,2,3,Potential Loyalists
15764,87,8,4503.08,3,4,5,Big Spenders
15765,666,1,370.63,1,1,2,Lost
15766,63,3,831.06,3,3,3,Loyal Customers
15768,115,34,15308.89,3,5,5,Big Spenders
15769,6,46,88612.52,5,5,5,Champions
15770,612,1,321.45,1,1,2,Lost
15771,603,3,1006.54,1,3,3,At Risk
15772,417,1,280.88,1,1,1,Lost
15773,5,2,774.52,5,2,3,Potential Loyalists
15774,68,6,1287.09,3,4,4,Big Spenders
15775,244,2,150.5,2,2,1,At Risk
15776,132,1,241.62,3,1,1,Potential Loyalists
15777,240,7,1762.61,2,4,4,At Risk
15778,430,1,307.95,1,1,2,Lost
15779,462,2,124.08,1,2,1,At Risk
15780,183,3,475.28,3,3,2,Loyal Customers
15781,24,3,345.46,4,3,2,Loyal Customers
15782,9,4,4014.1,5,4,5,Champions
15783,10,1,246.3,5,1,1,Potential Loyalists
15784,467,2,848.33,1,2,3,At Risk
15785,32,16,5969.93,4,5,5,Champions
15786,45,5,8501.62,4,4,5,Champions
15787,25,3,933.26,4,3,3,Loyal Customers
15788,508,1,221.83,1,1,1,Lost
15789,357,6,1962.01,2,4,4,At Risk
15790,9,1,218.75,5,1,1,Potential Loyalists
15791,43,5,3608.34,4,4,5,Champions
15792,399,2,933.84,2,2,3,At Risk
15793,14,8,2399.57,5,4,4,Champions
15794,735,2,777.0,1,2,3,At Risk
15795,149,8,1979.87,3,4,4,Big Spenders
15796,0,17,5170.63,5,5,5,Champions
15797,112,5,2806.08,3,4,4,Big Spenders
15798,492,3,1535.37,1,3,4,At Risk
15799,75,4,1421.34,3,4,4,Big Spenders
15800,106,7,1227.07,3,4,4,Big Spenders
15801,45,3,1063.95,4,3,3,Loyal Customers
15803,50,4,1929.66,4,4,4,Champions
15804,0,13,4206.39,5,5,5,Champions
15805,22,30,10148.93,4,5,5,Champions
15806,45,3,784.58,4,3,3,Loyal Customers
15807,49,5,1817.52,4,4,4,Champions
15808,305,21,17180.25,2,5,5,At Risk
15809,35,7,1274.44,4,4,4,Champions
15810,78,8,2999.04,3,4,5,Big Spenders
15811,21,7,3392.55,4,4,5,Champions
15812,106,12,5201.47,3,5,5,Big Spenders
15813,207,2,1303.91,2,2,4,At Risk
15814,16,6,2634.44,5,4,4,Champions
15815,63,5,2100.6,3,4,4,Big Spenders
15816,541,2,144.15,1,2,1,At Risk
15817,420,3,2766.4,1,3,4,At Risk
15818,587,1,340.5,1,1,2,Lost
15819,48,10,3934.79,4,5,5,Champions
15820,319,1,206.98,2,1,1,Lost
15821,43,2,570.96,4,2,2,Potential Loyalists
15822,2,6,1840.06,5,4,4,Champions
15823,728,2,3867.17,1,2,5,At Risk
15824,452,2,890.94,1,2,3,At Risk
15825,171,1,532.94,3,1,2,Potential Loyalists
15826,55,4,2598.28,4,4,4,Champions
15827,72,28,3603.14,3,5,5,Big Spenders
15828,374,1,1108.82,2,1,3,Lost
15829,98,2,636.14,3,2,3,Potential Loyalists
15830,37,1,576.0,4,1,2,Potential Loyalists
15831,57,3,794.64,4,3,3,Loyal Customers
15832,253,1,836.79,2,1,3,Lost
15833,737,1,80.4,1,1,1,Lost
15834,69,7,3761.89,3,4,5,Big Spenders
15835,43,4,954.09,4,4,3,Champions
15836,49,1,137.37,4,1,1,Potential Loyalists
15837,64,2,777.01,3,2,3,Potential Loyalists
15838,10,34,73205.5,5,5,5,Champions
15839,32,3,1048.49,4,3,3,Loyal Customers
15840,58,2,355.56,4,2,2,Potential Loyalists
15841,72,9,2742.41,3,5,4,Big Spenders
15842,392,2,548.8,2,2,2,At Risk
15843,303,1,118.95,2,1,1,Lost
15844,45,1,130.74,4,1,1,Potential Loyalists
15845,17,11,4426.28,5,5,5,Champions
15846,384,1,107.01,2,1,1,Lost
15847,37,5,822.57,4,4,3,Champions
15848,621,1,137.99,1,1,1,Lost
15850,18,6,1006.75,5,4,3,Champions
15851,526,1,109.73,1,1,1,Lost
15852,186,3,257.26,3,3,1,Loyal Customers
15853,51,1,110.8,4,1,1,Potential Loyalists
15854,3,21,5578.28,5,5,5,Champions
15855,136,6,1052.72,3,4,3,Loyal Customers
15856,3,52,32274.69,5,5,5,Champions
15857,18,2,570.48,5,2,2,Potential Loyalists
15858,15,13,3552.41,5,5,5,Champions
15859,431,1,438.46,1,1,2,Lost
15860,40,17,2358.8,4,5,4,Champions
15861,11,12,4360.9,5,5,5,Champions
15862,7,13,2507.14,5,5,4,Champions
15863,25,5,355.1,4,4,2,Champions
15864,21,7,2180.76,4,4,4,Champions
15865,40,5,2241.42,4,4,4,Champions
15866,100,1,211.89,3,1,1,Potential Loyalists
15867,4,31,8869.87,5,5,5,Champions
15868,582,1,94.53,1,1,1,Lost
15869,276,3,321.11,2,3,2,At Risk
15870,32,4,857.46,4,4,3,Champions
15871,436,1,33.1,1,1,1,Lost
15872,14,4,729.25,5,4,3,Champions
15873,499,4,313.92,1,4,2,At Risk
15874,63,21,11284.76,3,5,5,Big Spenders
15875,645,1,108.52,1,1,1,Lost
15876,408,2,1449.14,2,2,4,At Risk
15877,1,2,490.33,5,2,2,Potential Loyalists
15878,561,2,330.77,1,2,2,At Risk
15879,403,4,1137.8,2,4,3,At Risk
15880,368,1,329.03,2,1,2,Lost
15881,311,5,501.39,2,4,2,At Risk
15882,198,8,1122.38,2,4,3,At Risk
15883,1,2,396.48,5,2,2,Potential Loyalists
15884,431,2,244.6,1,2,1,At Risk
15885,92,13,1921.82,3,5,4,Big Spenders
15886,59,4,1052.87,3,4,3,Loyal Customers
15887,406,3,1027.15,2,3,3,At Risk
15888,80,3,423.49,3,3,2,Loyal Customers
15889,156,8,1407.05,3,4,4,Big Spenders
15890,394,5,535.65,2,4,2,At Risk
15891,226,1,509.13,2,1,2,Lost
15892,668,1,128.2,1,1,1,Lost
15893,481,1,305.28,1,1,2,Lost
15894,252,2,257.6,2,2,1,At Risk
15895,149,1,179.17,3,1,1,Potential Loyalists
15897,193,2,208.59,2,2,1,At Risk
15898,0,25,4992.7,5,5,5,Champions
15899,368,1,56.25,2,1,1,Lost
15900,23,4,886.57,4,4,3,Champions
15901,16,6,667.89,5,4,3,Champions
15902,379,1,145.01,2,1,1,Lost
15903,9,12,8939.84,5,5,5,Champions
15904,7,1,164.68,5,1,1,Potential Loyalists
15905,542,1,114.69,1,1,1,Lost
15906,19,10,2530.19,4,5,4,Champions
15907,3,3,881.87,5,3,3,Loyal Customers
15908,490,2,758.62,1,2,3,At Risk
15909,173,1,191.94,3,1,1,Potential Loyalists
15910,0,15,2661.17,5,5,4,Champions
15911,623,8,1683.79,1,4,4,At Risk
15912,177,9,1074.7,3,5,3,Loyal Customers
15913,533,1,6.3,1,1,1,Lost
15914,377,2,205.99,2,2,1,At Risk
15915,401,1,364.24,2,1,2,Lost
15916,15,13,3145.24,5,5,5,Champions
15917,247,5,530.17,2,4,2,At Risk
15918,190,3,582.88,2,3,2,At Risk
15919,19,2,525.69,4,2,2,Potential Loyalists
15920,153,8,565.19,3,4,2,Loyal Customers
15921,172,4,765.61,3,4,3,Loyal Customers
15922,372,1,369.5,2,1,2,Lost
15923,372,1,127.08,2,1,1,Lost
15924,730,1,102.82,1,1,1,Lost
15925,193,1,207.15,2,1,1,Lost
15926,541,1,134.44,1,1,1,Lost
15927,646,1,106.54,1,1,1,Lost
15928,655,1,293.53,1,1,2,Lost
15929,643,1,594.0,1,1,2,Lost
15930,66,1,426.63,3,1,2,Potential Loyalists
15931,427,1,239.9,1,1,1,Lost
15932,3,8,2495.87,5,5,4,Champions
15933,20,3,1107.46,4,3,3,Loyal Customers
15934,417,2,2190.66,1,2,4,At Risk
15935,238,1,108.04,2,1,1,Lost
15936,378,2,282.79,2,2,1,At Risk
15937,63,1,145.35,3,1,1,Potential Loyalists
15938,111,9,734.81,3,5,3,Loyal Customers
15939,89,15,9004.84,3,5,5,Big Spenders
15940,310,1,35.8,2,1,1,Lost
15941,636,1,405.0,1,1,2,Lost
15942,133,1,337.44,3,1,2,Potential Loyalists
15943,649,2,271.29,1,2,1,At Risk
15944,276,4,2164.24,2,4,4,At Risk
15945,364,4,646.27,2,4,3,At Risk
15946,502,3,2304.18,1,3,4,At Risk
15947,82,1,1708.24,3,1,4,Big Spenders
15948,7,3,1509.09,5,3,4,Big Spenders
15949,16,2,364.72,5,2,2,Potential Loyalists
15950,31,10,7120.91,4,5,5,Champions
15951,8,3,1013.17,5,3,3,Loyal Customers
15952,33,4,781.91,4,4,3,Champions
15953,14,18,3440.34,5,5,5,Champions
15954,588,1,187.8,1,1,1,Lost
15955,23,22,8085.98,4,5,5,Champions
15956,550,2,617.6,1,2,3,At Risk
15957,31,3,921.25,4,3,3,Loyal Customers
15958,73,4,462.12,3,4,2,Loyal Customers
15959,681,3,542.89,1,3,2,At Risk
15960,373,4,410.95,2,4,2,At Risk
15961,378,1,451.29,2,1,2,Lost
15962,448,1,289.48,1,1,2,Lost
15963,19,2,470.76,4,2,2,Potential Loyalists
15964,662,1,269.21,1,1,1,Lost
15965,16,13,2771.94,5,5,4,Champions
15966,450,1,426.53,1,1,2,Lost
15967,22,12,2966.0,4,5,5,Champions
15968,387,1,401.8,2,1,2,Lost
15969,2,5,1127.05,5,4,3,Champions
15970,303,2,1017.32,2,2,3,At Risk
15971,17,18,5897.88,5,5,5,Champions
15972,455,5,1769.33,1,4,4,At Risk
15973,366,2,665.62,2,2,3,At Risk
15974,38,7,3442.15,4,4,5,Champions
15975,83,1,371.01,3,1,2,Potential Loyalists
15976,164,6,1680.31,3,4,4,Big Spenders
15977,16,2,1054.73,5,2,3,Potential Loyalists
15978,76,3,3279.42,3,3,5,Big Spenders
15979,602,1,329.22,1,1,2,Lost
15980,88,7,6543.68,3,4,5,Big Spenders
15981,24,21,9362.77,4,5,5,Champions
15982,604,1,324.51,1,1,2,Lost
15983,21,8,3110.37,4,5,5,Champions
15984,2,30,8393.02,5,5,5,Champions
15985,122,7,2715.28,3,4,4,Big Spenders
15986,29,2,354.42,4,2,2,Potential Loyalists
15987,11,8,1535.99,5,5,4,Champions
15988,18,3,736.39,5,3,3,Loyal Customers
15989,375,2,368.31,2,2,2,At Risk
15990,43,7,1997.75,4,4,4,Champions
15991,533,1,150.55,1,1,1,Lost
15992,3,3,896.6,5,3,3,Loyal Customers
15993,8,7,2768.97,5,4,4,Champions
